movieId,userId,gender,age,occupation,rating,title,genres,poster_path
2541,8,M,25,12,3,Cruel Intentions (1999),Drama,https://image.tmdb.org/t/p/w500/76cCsRtQ5MJBAqoigojXsLXLJwh.jpg
2294,9,M,25,17,4,Antz (1998),Animation|Children's,https://image.tmdb.org/t/p/w500/lWPjxbUMpAHFkJpZHHNWhQaRsax.jpg
1060,9,M,25,17,4,Swingers (1996),Comedy|Drama,https://image.tmdb.org/t/p/w500/vsctdCbDHApN003Fs3QzJB8Nl9B.jpg
2959,9,M,25,17,4,Fight Club (1999),Drama,https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
3408,9,M,25,17,4,Erin Brockovich (2000),Drama,https://image.tmdb.org/t/p/w500/xbMEHLu36LyptPD29FxVTndpYZ1.jpg
2324,9,M,25,17,5,Life Is Beautiful (La Vita � bella) (1997),Comedy|Drama,https://image.tmdb.org/t/p/w500/74hLDKjD5aGYOotO6esUVaeISa2.jpg
1310,9,M,25,17,3,Hype! (1996),Documentary,https://image.tmdb.org/t/p/w500/vfR9veCwZMZXfpCF5QlnaLFoSr1.jpg
1756,10,F,35,1,4,"Prophecy II, The (1998)",Horror,https://image.tmdb.org/t/p/w500/paHyRgF3uBMvK3i4YRjJ9wwFxbH.jpg
2136,10,F,35,1,4,"Nutty Professor, The (1963)",Comedy,https://image.tmdb.org/t/p/w500/7HlhufckAoQb1yIu3FNu339Iuv4.jpg
1339,10,F,35,1,5,Bram Stoker's Dracula (1992),Horror|Romance,https://image.tmdb.org/t/p/w500/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg
3447,10,F,35,1,5,"Good Earth, The (1937)",Drama,https://image.tmdb.org/t/p/w500/9YoDAturF6pzBDfqWBLEm2I0RTw.jpg
597,10,F,35,1,4,Pretty Woman (1990),Comedy|Romance,https://image.tmdb.org/t/p/w500/dvcarc7TMrRp1C3jXPpn7PKce99.jpg
316,10,F,35,1,5,Stargate (1994),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg
253,10,F,35,1,5,Interview with the Vampire (1994),Drama|Horror,https://image.tmdb.org/t/p/w500/2162lAT2MP36MyJd2sttmj5du5T.jpg
1293,10,F,35,1,4,Gandhi (1982),Drama,https://image.tmdb.org/t/p/w500/rOXftt7SluxskrFrvU7qFJa5zeN.jpg
1375,10,F,35,1,4,Star Trek III,The Search for Spock (1984),https://image.tmdb.org/t/p/w500/yqEj0oPfKBMCz7YcCARHDgH7VFm.jpg
918,10,F,35,1,5,Meet Me in St. Louis (1944),Musical,https://image.tmdb.org/t/p/w500/ekVeUvG81pidsv2LMtWf5yYcNbq.jpg
3489,10,F,35,1,4,Hook (1991),Adventure|Fantasy,https://image.tmdb.org/t/p/w500/a6rB1lGXoGms7gWxRfJneQmAjNV.jpg
282,10,F,35,1,5,Nell (1994),Drama,https://image.tmdb.org/t/p/w500/aIDp3x2YfijtdherR28pIH6yenn.jpg
1035,10,F,35,1,5,"Sound of Music, The (1965)",Musical,https://image.tmdb.org/t/p/w500/5qQTu2iGTiQ2UvyGp0beQAZ2rKx.jpg
2797,10,F,35,1,5,Big (1988),Comedy|Fantasy,https://image.tmdb.org/t/p/w500/9VFYDWYnAhXAgyqgs94lwNmMBbk.jpg
1633,10,F,35,1,4,Ulee's Gold (1997),Drama,https://image.tmdb.org/t/p/w500/uGoXXAGHhjdDzHmt8PkYKfSwqu3.jpg
1573,10,F,35,1,5,Face/Off (1997),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/vVhBfiBMHFbe3y9cY677IyncSq4.jpg
2018,10,F,35,1,4,Bambi (1942),Animation|Children's,https://image.tmdb.org/t/p/w500/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg
2453,10,F,35,1,4,"Boy Who Could Fly, The (1986)",Drama|Fantasy,https://image.tmdb.org/t/p/w500/3zs7K97Bqru2lMFwvv6qk1KwyeH.jpg
1753,11,F,25,1,4,Half Baked (1998),Comedy,https://image.tmdb.org/t/p/w500/14TmEac4bquNaEld9t0uIliYoKE.jpg
1916,11,F,25,1,4,Buffalo 66 (1998),Action|Comedy|Drama,https://image.tmdb.org/t/p/w500/fxzXFzbSGNA52NHQCMqQiwzMIQw.jpg
2306,11,F,25,1,1,Holy Man (1998),Comedy,https://image.tmdb.org/t/p/w500/sfJBsOdSbgLLarO6GIS0dWzFcCv.jpg
2329,11,F,25,1,5,American History X (1998),Drama,https://image.tmdb.org/t/p/w500/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg
1563,11,F,25,1,5,Dream With the Fishes (1997),Drama,https://image.tmdb.org/t/p/w500/wEYVS0WSCC7ZtT9D1ZnpGA3RvDK.jpg
3182,11,F,25,1,1,Mr. Death,The Rise and Fall of Fred A. Leuchter Jr. (1999),https://image.tmdb.org/t/p/w500/c3B7GwMYgNi15VMdcKZawgt6mf5.jpg
919,12,M,25,12,5,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,https://image.tmdb.org/t/p/w500/pfAZFD7I2hxW9HCChTuAzsdE6UX.jpg
2,13,M,45,1,3,Jumanji (1995),Adventure|Children's|Fantasy,https://image.tmdb.org/t/p/w500/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg
736,13,M,45,1,4,Twister (1996),Action|Adventure|Romance|Thriller,https://image.tmdb.org/t/p/w500/fZ0Y2qSDKQJolrQhIDpTwx3GlYB.jpg
316,13,M,45,1,3,Stargate (1994),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/4T6Po0XnZlevmhfPh3ZfEs5butR.jpg
919,13,M,45,1,4,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,https://image.tmdb.org/t/p/w500/pfAZFD7I2hxW9HCChTuAzsdE6UX.jpg
21,13,M,45,1,3,Get Shorty (1995),Action|Comedy|Drama,https://image.tmdb.org/t/p/w500/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg
3070,13,M,45,1,1,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Poster not found
1129,13,M,45,1,3,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/yreqWiQ7IOkXWVB2Tz4LJIs7xqA.jpg
608,14,M,35,0,1,Fargo (1996),Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/rt7cpEr1uP6RTZykBFhBTcRaKvG.jpg
733,15,M,25,7,3,"Rock, The (1996)",Action|Adventure|Thriller,https://image.tmdb.org/t/p/w500/eO7TatOvFQbRvdKbAEjKu7Tl7M4.jpg
2571,15,M,25,7,4,"Matrix, The (1999)",Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg
2676,15,M,25,7,3,Instinct (1999),Drama|Thriller,https://image.tmdb.org/t/p/w500/zCyuiyIhbhgEOZde81qTgXbO0pw.jpg
3623,15,M,25,7,3,Mission,Impossible 2 (2000),https://image.tmdb.org/t/p/w500/aE9WqOApdRYsowsGE0118dyA4c9.jpg
2688,15,M,25,7,3,"General's Daughter, The (1999)",Drama|Thriller,https://image.tmdb.org/t/p/w500/w8CMN81n7SON7ALPMlxZtOzBZB.jpg
434,15,M,25,7,3,Cliffhanger (1993),Action|Adventure|Crime,https://image.tmdb.org/t/p/w500/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg
367,15,M,25,7,4,"Mask, The (1994)",Comedy|Crime|Fantasy,https://image.tmdb.org/t/p/w500/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
2427,15,M,25,7,2,"Thin Red Line, The (1998)",Action|Drama|War,https://image.tmdb.org/t/p/w500/seMydAaoxQP6F0xbE1jOcTmn5Jr.jpg
553,15,M,25,7,4,Tombstone (1993),Western,https://image.tmdb.org/t/p/w500/f6Lb4bpUW2AJW42Hpnix2533RKU.jpg
2701,16,F,35,0,2,Wild Wild West (1999),Action|Sci-Fi|Western,https://image.tmdb.org/t/p/w500/1AUzpDzJSecEBIgwUIPzL5KMuTQ.jpg
2713,16,F,35,0,2,Lake Placid (1999),Horror|Thriller,https://image.tmdb.org/t/p/w500/pEszakCP8j9E9S0UPLfEa3Cad3O.jpg
2699,16,F,35,0,5,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/lHjpwv1Yv2RcGcTQb4Lc1cKw1y9.jpg
2664,17,M,50,1,5,Invasion of the Body Snatchers (1956),Horror|Sci-Fi,https://image.tmdb.org/t/p/w500/5oNHdVo0vTsaC47Jv2Wb4eeo4V4.jpg
3033,17,M,50,1,4,Spaceballs (1987),Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/cIbr9JRJX4jENulVETd4cAofTAA.jpg
428,17,M,50,1,5,"Bronx Tale, A (1993)",Drama,https://image.tmdb.org/t/p/w500/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg
34,17,M,50,1,5,Babe (1995),Children's|Comedy|Drama,https://image.tmdb.org/t/p/w500/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg
3070,17,M,50,1,5,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Poster not found
2858,17,M,50,1,5,American Beauty (1999),Comedy|Drama,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg
3156,17,M,50,1,4,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,https://image.tmdb.org/t/p/w500/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
1584,17,M,50,1,4,Contact (1997),Drama|Sci-Fi,https://image.tmdb.org/t/p/w500/a3SFfTwR7j2WHsBTEoYmkxHrkDB.jpg
2028,17,M,50,1,5,Saving Private Ryan (1998),Action|Drama|War,https://image.tmdb.org/t/p/w500/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
653,18,F,18,3,3,Dragonheart (1996),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500/qs6gz6atyQcAvqC6qZaslOjliUG.jpg
1411,18,F,18,3,5,Hamlet (1996),Drama,https://image.tmdb.org/t/p/w500/5OjVh44NDV3m8ePTt2BXMWTzlH5.jpg
1013,18,F,18,3,3,"Parent Trap, The (1961)",Children's|Drama,https://image.tmdb.org/t/p/w500/a3XOGrrAjl1wwiumtACWBufg6AL.jpg
1956,18,F,18,3,4,Ordinary People (1980),Drama,https://image.tmdb.org/t/p/w500/xY9hJH7GArAmA1sW0PMduQr1WCJ.jpg
2253,18,F,18,3,1,Toys (1992),Action|Comedy|Fantasy,https://image.tmdb.org/t/p/w500/rqzupBGrChmHG5Wl6wy5vI0V3Vz.jpg
1527,18,F,18,3,4,"Fifth Element, The (1997)",Action|Sci-Fi,https://image.tmdb.org/t/p/w500/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
1022,18,F,18,3,5,Cinderella (1950),Animation|Children's|Musical,https://image.tmdb.org/t/p/w500/j91LJmcWo16CArFOoapsz84bwxb.jpg
1960,18,F,18,3,5,"Last Emperor, The (1987)",Drama|War,https://image.tmdb.org/t/p/w500/7TILJhdeJAaEyDiwvJZMo9SQBoe.jpg
2764,18,F,18,3,4,"Thomas Crown Affair, The (1968)",Crime|Drama|Thriller,https://image.tmdb.org/t/p/w500/5yqs1MVlqdIg1DY5adC5jFx3d7j.jpg
2193,18,F,18,3,5,Willow (1988),Action|Adventure|Fantasy,https://image.tmdb.org/t/p/w500/d9xEILdvVRX8ZgFwPDbco6kKSaS.jpg
1033,18,F,18,3,4,"Fox and the Hound, The (1981)",Animation|Children's,https://image.tmdb.org/t/p/w500/aC3k6XBaYnulGSkK8263ABjU3Md.jpg
292,18,F,18,3,4,Outbreak (1995),Action|Drama|Thriller,https://image.tmdb.org/t/p/w500/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
3698,18,F,18,3,3,"Running Man, The (1987)",Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/4tKUyNMhnhWeezI0AwLWc6tWyZG.jpg
648,19,M,1,10,3,Mission,Impossible (1996),https://image.tmdb.org/t/p/w500/aE9WqOApdRYsowsGE0118dyA4c9.jpg
1258,19,M,1,10,5,"Shining, The (1980)",Horror,https://image.tmdb.org/t/p/w500/xazWoLealQwEgqZ89MLZklLZD3k.jpg
592,19,M,1,10,4,Batman (1989),Action|Adventure|Crime|Drama,https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg
1772,19,M,1,10,4,Blues Brothers 2000 (1998),Action|Comedy|Musical,https://image.tmdb.org/t/p/w500/rhYJKOt6UrQq7JQgLyQcSWW5R86.jpg
2648,19,M,1,10,4,Frankenstein (1931),Horror,https://image.tmdb.org/t/p/w500/uJKbpxQ1XZeKBY4nLl8YdrUUIsd.jpg
165,19,M,1,10,5,Die Hard,With a Vengeance (1995),https://image.tmdb.org/t/p/w500/7Bjd8kfmDSOzpmhySpEhkUyK2oH.jpg
741,19,M,1,10,2,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi,https://image.tmdb.org/t/p/w500/9gC88zYUBARRSThcG93MvW14sqx.jpg
1527,19,M,1,10,3,"Fifth Element, The (1997)",Action|Sci-Fi,https://image.tmdb.org/t/p/w500/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
420,19,M,1,10,4,Beverly Hills Cop III (1994),Action|Comedy,https://image.tmdb.org/t/p/w500/7vIpCkgGEfk5LZwm78nMxswLJRH.jpg
2195,19,M,1,10,3,Dirty Work (1998),Comedy,https://image.tmdb.org/t/p/w500/pLkeHxzyTK5F2TGWruTkebtPKtd.jpg
2947,19,M,1,10,4,Goldfinger (1964),Action,https://image.tmdb.org/t/p/w500/53lyXVLL83dC9AYrpEXfB7Xe34j.jpg
1214,19,M,1,10,2,Alien (1979),Action|Horror|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg
1073,19,M,1,10,5,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,https://image.tmdb.org/t/p/w500/vh5iYhj80l1inSdep61sF8g1S8m.jpg
3325,19,M,1,10,2,"Next Best Thing, The (2000)",Comedy|Drama,https://image.tmdb.org/t/p/w500/iYK1ZUtY4etcn91glUmrGuZRH6M.jpg
1722,19,M,1,10,4,Tomorrow Never Dies (1997),Action|Romance|Thriller,https://image.tmdb.org/t/p/w500/gZm002w7q9yLOkltxT76TWGfdZX.jpg
2021,19,M,1,10,3,Dune (1984),Fantasy|Sci-Fi,https://image.tmdb.org/t/p/w500/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg
2393,19,M,1,10,3,Star Trek,Insurrection (1998),https://image.tmdb.org/t/p/w500/lV5OpzAss1z06YNagOVap1I35mH.jpg
3527,20,M,25,14,4,Predator (1987),Action|Sci-Fi|Thriller,https://image.tmdb.org/t/p/w500/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg
3753,20,M,25,14,5,"Patriot, The (2000)",Action|Drama|War,https://image.tmdb.org/t/p/w500/fWZd815QxUCUcrWQZwUkAp9ljG.jpg
3745,21,M,18,16,5,Titan A.E. (2000),Adventure|Animation|Sci-Fi,https://image.tmdb.org/t/p/w500/el2iHk3LTJWfEnwrvcRkvWY501G.jpg
2018,21,M,18,16,1,Bambi (1942),Animation|Children's,https://image.tmdb.org/t/p/w500/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg
3450,22,M,18,15,3,Grumpy Old Men (1993),Comedy,https://image.tmdb.org/t/p/w500/iMY7yFn4gMvGaQYMGWnyX2QgvHZ.jpg
1923,22,M,18,15,3,There's Something About Mary (1998),Comedy,https://image.tmdb.org/t/p/w500/g03pwohXHOI75InM3zraiaEGguO.jpg
3208,22,M,18,15,3,Loaded Weapon 1 (1993),Action|Comedy,https://image.tmdb.org/t/p/w500/moP0nyVWVisqSeH6nMewWyIPV6z.jpg
1391,22,M,18,15,4,Mars Attacks! (1996),Action|Comedy|Sci-Fi|War,https://image.tmdb.org/t/p/w500/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg
1476,22,M,18,15,3,Private Parts (1997),Comedy|Drama,https://image.tmdb.org/t/p/w500/8nCc9fhXCVvetlqpxkrCTc9NwOz.jpg
3300,22,M,18,15,1,Pitch Black (2000),Action|Sci-Fi,https://image.tmdb.org/t/p/w500/oulNpuqYV6bseMbq2ynQ5F8hwtx.jpg
2450,22,M,18,15,3,Howard the Duck (1986),Adventure|Children's|Sci-Fi,https://image.tmdb.org/t/p/w500/eU0dWo8PJgsSAZFbcyHiUpuLSyW.jpg
555,22,M,18,15,4,True Romance (1993),Action|Crime|Romance,https://image.tmdb.org/t/p/w500/39lXk6ud6KiJgGbbWI2PUKS7y2.jpg
2100,22,M,18,15,2,Splash (1984),Comedy|Fantasy|Romance,https://image.tmdb.org/t/p/w500/zSOdLc7JpoexSJaAOWDskardxRk.jpg
3917,22,M,18,15,4,Hellraiser (1987),Horror,https://image.tmdb.org/t/p/w500/3Z0oPHyLnk3Vx6ZMC1MiVwIrKhO.jpg
1249,23,M,35,0,5,Nikita (La Femme Nikita) (1990),Thriller,https://image.tmdb.org/t/p/w500/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg
1258,23,M,35,0,4,"Shining, The (1980)",Horror,https://image.tmdb.org/t/p/w500/xazWoLealQwEgqZ89MLZklLZD3k.jpg
661,23,M,35,0,2,James and the Giant Peach (1996),Animation|Children's|Musical,https://image.tmdb.org/t/p/w500/nl2oB6EbD1fHFuP2TLUHDtqs7Ux.jpg
2640,23,M,35,0,5,Superman (1978),Action|Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/d7px1FQxW4tngdACVRsCSaZq0Xl.jpg
671,23,M,35,0,3,Mystery Science Theater 3000,The Movie (1996),https://image.tmdb.org/t/p/w500/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg
2657,23,M,35,0,4,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,https://image.tmdb.org/t/p/w500/3pyE6ZqDbuJi7zrNzzQzcKTWdmN.jpg
348,23,M,35,0,2,Bullets Over Broadway (1994),Comedy,https://image.tmdb.org/t/p/w500/mY9D1oCLeDKNMdUO8EV7MoCZ3up.jpg
3052,23,M,35,0,5,Dogma (1999),Comedy,https://image.tmdb.org/t/p/w500/oxhHl2YokTqcP44QK5tiTgjgLgk.jpg
29,23,M,35,0,3,"City of Lost Children, The (1995)",Adventure|Sci-Fi,https://image.tmdb.org/t/p/w500/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg
1527,23,M,35,0,5,"Fifth Element, The (1997)",Action|Sci-Fi,https://image.tmdb.org/t/p/w500/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg
2410,23,M,35,0,3,Rocky III (1982),Action|Drama,https://image.tmdb.org/t/p/w500/u9cTEjzKOPB6xaTz4LBql1XE0HZ.jpg
3070,23,M,35,0,3,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,Poster not found
296,23,M,35,0,5,Pulp Fiction (1994),Crime|Drama,https://image.tmdb.org/t/p/w500/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
52,23,M,35,0,4,Mighty Aphrodite (1995),Comedy,https://image.tmdb.org/t/p/w500/ice135yQZp4iX2SgCmd90nKgS5j.jpg
2005,23,M,35,0,1,"Goonies, The (1985)",Adventure|Children's|Fantasy,https://image.tmdb.org/t/p/w500/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg
551,23,M,35,0,4,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical,https://image.tmdb.org/t/p/w500/oQffRNjK8e19rF7xVYEN8ew0j7b.jpg
2390,23,M,35,0,2,Little Voice (1998),Comedy,https://image.tmdb.org/t/p/w500/eMzV2BU8t05j0nbYTljpxGMW7Y9.jpg
2396,23,M,35,0,3,Shakespeare in Love (1998),Comedy|Romance,https://image.tmdb.org/t/p/w500/xeRom2aQmB7aVp3ft5O7UcRI2AO.jpg
2108,23,M,35,0,5,L.A. Story (1991),Comedy|Romance,https://image.tmdb.org/t/p/w500/At97val6UZyQoQtmH1b2Pe7bWqG.jpg
2542,23,M,35,0,4,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,https://image.tmdb.org/t/p/w500/wt2TRBmFmBn5M5MBcPTwovlREaB.jpg
1265,24,F,25,7,4,Groundhog Day (1993),Comedy|Romance,https://image.tmdb.org/t/p/w500/h1ZEBoi0waPwtAPU1cnSZifdqZh.jpg
3129,24,F,25,7,4,Sweet and Lowdown (1999),Comedy|Drama,https://image.tmdb.org/t/p/w500/23S5qa8j3ajYnERcYCqMLfSeOvw.jpg
858,24,F,25,7,5,"Godfather, The (1972)",Action|Crime|Drama,https://image.tmdb.org/t/p/w500/3bhkrj58Vtu7enYsRolD1fZdja1.jpg
2406,24,F,25,7,4,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,https://image.tmdb.org/t/p/w500/qfIlVOYZH5RiZ0ndFKUpr5Zn2Bx.jpg
2858,24,F,25,7,4,American Beauty (1999),Comedy|Drama,https://image.tmdb.org/t/p/w500/wby9315QzVKdW9BonAefg8jGTTb.jpg
2352,24,F,25,7,4,"Big Chill, The (1983)",Comedy|Drama,https://image.tmdb.org/t/p/w500/rU8kjMEL5Mn0EWm3gOShPHBEZ4l.jpg
3254,24,F,25,7,4,Wayne's World 2 (1993),Comedy,https://image.tmdb.org/t/p/w500/nhQtlLVl2z5ywu2uDnXjVqi08On.jpg
2700,25,M,18,4,2,South Park,"Bigger, Longer and Uncut (1999)",https://image.tmdb.org/t/p/w500/zxM1AIKBP83plf2buLR0cbGfvl2.jpg
3751,25,M,18,4,3,Chicken Run (2000),Animation|Children's|Comedy,https://image.tmdb.org/t/p/w500/zszChc7quMGvFwzgKQnxd0QTcnc.jpg
2558,26,M,25,7,3,Forces of Nature (1999),Comedy|Romance,https://image.tmdb.org/t/p/w500/etmjiee84g6G9WALmLkJ1DhenAu.jpg
2053,26,M,25,7,1,"Honey, I Blew Up the Kid (1992)",Children's|Comedy|Sci-Fi,https://image.tmdb.org/t/p/w500/iLWZJAIcSqthsmJ3pMbtiE9Ap6N.jpg
3501,26,M,25,7,3,Murphy's Romance (1985),Comedy|Romance,https://image.tmdb.org/t/p/w500/hCl1X4Fh8LTQV283AJ5sKUanxV7.jpg
3114,26,M,25,7,3,Toy Story 2 (1999),Animation|Children's|Comedy,https://image.tmdb.org/t/p/w500/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg
267,26,M,25,7,2,Major Payne (1994),Comedy,https://image.tmdb.org/t/p/w500/kWHx5eq7PELkF3If7LrrhuBskRG.jpg
416,26,M,25,7,3,Bad Girls (1994),Western,https://image.tmdb.org/t/p/w500/oDHzFKU50ayk2IxQRcbOSG2XTTe.jpg
1888,26,M,25,7,3,Hope Floats (1998),Comedy|Drama|Romance,https://image.tmdb.org/t/p/w500/6PRFM09xjGSWpXObW87CT5JELGJ.jpg
2261,26,M,25,7,3,One Crazy Summer (1986),Comedy,https://image.tmdb.org/t/p/w500/hwrMVPwGFB3fouqD5PhhmbafB7G.jpg
